300.2,0.0
600.2,212695.11261007676
900.2,282270.33084369806
1200.2,350457.1809719376
1500.2,421370.21910414775
1800.2,495049.67655545427
2100.2,566642.4681640822
2400.2,635662.8813110478
2700.2,702279.7944665987
3000.2,769113.8409526211
3300.2,809613.7604675645
3600.2,876382.0518590974
3900.2,941171.5347130438
4200.2,1006690.7970359499
4500.2,1072718.308714439
4800.2,1137729.2255708536
5100.2,1202589.1658841013
5400.2,1267569.0983689432
5700.2,1331668.3000472176
6000.2,1395471.018488866
6300.2,1459630.4069109834
6600.2,1524112.6036468314
6900.2,1589506.1986044962
7200.2,1654188.138715351
7500.2,1718499.681692064
7800.2,1783658.4606910981
8100.2,1850161.9149313997
8400.2,1917068.2211193861
8700.2,1982176.9849216612
9000.2,2047927.858826662
9300.2,2114296.068315716
9600.2,2178847.4307222194
9900.2,2242790.268262596
10200.2,2281527.5672098515
10500.2,2320451.4365396793
10800.2,2381213.0250372915
11100.2,2441003.052459623
11400.2,2480467.229615818
11700.2,2545617.5041436926
12000.2,2609922.6030106777
12300.2,2674787.493081075
12600.2,2712513.8088279767
12900.2,2775707.546690991
13200.2,2814714.4953372325
13500.2,2853338.2543424373
13800.2,2917829.777367602
14100.2,2983313.2215824435
14400.2,3050229.332712346
14700.2,3116612.5962564787
15000.2,3183378.2168188547
15300.2,3249351.8835918866
15600.2,3313426.8849710785
15900.2,3352802.612619305
16200.2,3392435.664246713
16500.2,3456815.0233534896
16800.2,3521717.029573858
17100.2,3561669.4915784723
17400.2,3600252.6810370763
17700.2,3663187.949971454
18000.2,3728643.8013599557
18300.2,3792126.803750496
18600.2,3851610.6378878304
18900.2,3910833.4639696837
19200.2,3949445.050235714
19500.2,4014315.261722219
19800.2,4054296.429675216
20100.2,4120893.050907737
20400.2,4187748.6131488434
20700.2,4225628.693401835
21000.2,4286110.366717953
21300.2,4324330.392677067
21600.2,4391558.367606159
21900.2,4460286.9307030365
22200.2,4528163.211940253
22500.2,4594176.472824086
22800.2,4660316.049343591
23100.2,4699868.431197966
23400.2,4738924.806815287
23700.2,4802074.260986291
24000.2,4867730.970445297
24300.2,4931030.1170494985
24600.2,4990880.951907442
24900.2,5029392.553900252
25200.2,5093978.814755003
25500.2,5159969.359398454
25800.2,5226712.480180018
26100.2,5292219.663263883
26400.2,5356575.329654612
26700.2,5421400.544256533
27000.2,5461740.00313618
27300.2,5528039.944883672
27600.2,5593968.75330316
27900.2,5659975.27756758
28200.2,5725693.3334476035
28500.2,5790195.75862848
28800.2,5854444.003448033
29100.2,5893889.206344422
29400.2,5955407.793634222
29700.2,6018847.702119225
30000.2,6082943.971773944
30300.2,6145061.391198208
30600.2,6209528.916152197
30900.2,6274723.009591055
31200.2,6339314.955003139
31500.2,6405660.123023475
31800.2,6469948.20654872
32100.2,6530516.10093596
32400.2,6589715.318860116
32700.2,6629833.891023018
33000.2,6693994.6989136385
33300.2,6758928.119713929
33600.2,6821726.300768283
33900.2,6881155.13684021
34200.2,6920980.4658963885
34500.2,6987417.883703868
34800.2,7053056.3174336525
35100.2,7118708.666040188
35400.2,7183933.955713204
35700.2,7249008.30194704
36000.2,7287453.083451574
36300.2,7347837.746178273
36600.2,7386886.581049765
36900.2,7454997.240854026
37200.2,7523670.133446772
37500.2,7590525.513120002
37800.2,7656287.2774635125
38100.2,7723089.001120754
38400.2,7789853.207616434
38700.2,7856587.282213205
39000.2,7923207.130253796
39300.2,7989823.303889708
39600.2,8056625.63710911
39900.2,8122612.8751184195
40200.2,8189509.954623141
40500.2,8257293.584081745
40800.2,8324582.034084427
41100.2,8390813.770149244
41400.2,8456952.064350028
41700.2,8523532.94973091
42000.2,8590408.952691097
42300.2,8657306.287730938
42600.2,8723308.609197482
42900.2,8788922.00757383
43200.2,8855284.92685129
43500.2,8922509.520024762
43800.2,8989404.402071228
44100.2,9055665.896197965
44400.2,9121652.6941684
44700.2,9187176.355886515
45000.2,9254044.056618689
45300.2,9292962.289691608
45600.2,9359702.663730618
45900.2,9425752.707207358
46200.2,9490201.963517493
46500.2,9555159.618960751
46800.2,9594699.34066596
47100.2,9661395.301855959
47400.2,9727083.6525374
47700.2,9792566.375442803
48000.2,9858760.201023208
48300.2,9925371.970779821
48600.2,9991067.482088938
48900.2,1.0055592785608174E7
49200.2,1.0095160279380241E7
49500.2,1.0162097670888264E7
49800.2,1.0229141248304693E7
50100.2,1.0268185737954315E7
50400.2,1.03344291222039E7
50700.2,1.0401663994594038E7
51000.2,1.0440517275590979E7
51300.2,1.0503694360828007E7
51600.2,1.0563869431908116E7
51900.2,1.060284321414882E7
52200.2,1.0669361346262304E7
52500.2,1.0735646872676427E7
52800.2,1.080247406083214E7
53100.2,1.0868375941373106E7
53400.2,1.0933662753370745E7
53700.2,1.0999219115100209E7
54000.2,1.1064323896269066E7
54300.2,1.1129935616591651E7
54600.2,1.1195802447272554E7
54900.2,1.1260931775213102E7
55200.2,1.1325239686897386E7
55500.2,1.1390352294552695E7
55800.2,1.1430598774483478E7
